match,value
https://www.flashscore.sk/zapas/61Hsf2Xb/#/porovnanie-kurzov/,5.28
https://www.flashscore.sk/zapas/QaFyWC3c/#/porovnanie-kurzov/,2.5
https://www.flashscore.sk/zapas/ELoJDVmT/#/porovnanie-kurzov/,2.11
https://www.flashscore.sk/zapas/SCuzb3Nk/#/porovnanie-kurzov/,1.44
https://www.flashscore.sk/zapas/AaFwa2aA/#/porovnanie-kurzov/,1.22
https://www.flashscore.sk/zapas/Iwf43PaS/#/porovnanie-kurzov/,1.88
https://www.flashscore.sk/zapas/xhYeH1lR/#/porovnanie-kurzov/,1.8
https://www.flashscore.sk/zapas/QNa3Wkcs/#/porovnanie-kurzov/,1.17
https://www.flashscore.sk/zapas/SCsUkmgE/#/porovnanie-kurzov/,1.23
https://www.flashscore.sk/zapas/dCmnme7f/#/porovnanie-kurzov/,4.85
https://www.flashscore.sk/zapas/jcPxK6W7/#/porovnanie-kurzov/,2.23
https://www.flashscore.sk/zapas/MDPPnXce/#/porovnanie-kurzov/,4.15
https://www.flashscore.sk/zapas/GnTU8t21/#/porovnanie-kurzov/,10.55
https://www.flashscore.sk/zapas/fwSY70H7/#/porovnanie-kurzov/,10.11
https://www.flashscore.sk/zapas/WS4kzQEo/#/porovnanie-kurzov/,1.99
https://www.flashscore.sk/zapas/fwSY70H7/#/porovnanie-kurzov/,17.56
https://www.flashscore.sk/zapas/Ik28ysCt/#/porovnanie-kurzov/,2.37
https://www.flashscore.sk/zapas/QsdJ4Kcf/#/porovnanie-kurzov/,1.23
https://www.flashscore.sk/zapas/AagWlvkE/#/porovnanie-kurzov/,1.72
https://www.flashscore.sk/zapas/d6UQtIG9/#/porovnanie-kurzov/,2.83
https://www.flashscore.sk/zapas/fyLTl6MP/#/porovnanie-kurzov/,2.03
https://www.flashscore.sk/zapas/KEbPXbB5/#/porovnanie-kurzov/,1.21
https://www.flashscore.sk/zapas/judV8AYI/#/porovnanie-kurzov/,6.32
https://www.flashscore.sk/zapas/O2o6DLTr/#/porovnanie-kurzov/,1.32
https://www.flashscore.sk/zapas/Or7O2azI/#/porovnanie-kurzov/,1.44
https://www.flashscore.sk/zapas/2FNLv4Bm/#/porovnanie-kurzov/,2.45
https://www.flashscore.sk/zapas/CSyXXPjd/#/porovnanie-kurzov/,7.63
https://www.flashscore.sk/zapas/CSyXXPjd/#/porovnanie-kurzov/,10.57
https://www.flashscore.sk/zapas/EJ6LSaLD/#/porovnanie-kurzov/,1.88
https://www.flashscore.sk/zapas/0GrbNScp/#/porovnanie-kurzov/,1.6
https://www.flashscore.sk/zapas/2kCoUqdK/#/porovnanie-kurzov/,2.28
https://www.flashscore.sk/zapas/MTark98J/#/porovnanie-kurzov/,1.82
https://www.flashscore.sk/zapas/2kCoUqdK/#/porovnanie-kurzov/,3.53
https://www.flashscore.sk/zapas/IiyYpmCK/#/porovnanie-kurzov/,1.88
https://www.flashscore.sk/zapas/UsDRarV2/#/porovnanie-kurzov/,6.94
